configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3272440,0m2.245s
1,50%,xz,-3,1,3272440,0m2.242s
10,100%,xz,-9,1,2849908,0m5.551s
11,50%,lzma,-6,16,2849620,0m5.476s
12,75%,xz,-3,32,3272440,0m2.311s
13,50%,lzma,-3,16,3271884,0m2.219s
14,50%,lzma,-6,32,2849620,0m5.463s
15,50%,xz,-6,32,2850104,0m5.473s
16,75%,lzma,-3,16,3271884,0m2.301s
17,75%,lzma,-6,32,2849620,0m5.441s
18,100%,lzma,-6,1,2849620,0m5.503s
19,75%,lzma,-3,1,3271884,0m2.262s
2,75%,xz,-9,16,2849908,0m5.576s
20,75%,lzma,-6,1,2849620,0m5.461s
21,75%,lzma,-6,16,2849620,0m5.522s
22,100%,xz,-9,32,2849908,0m5.545s
23,100%,xz,-9,16,2849908,0m5.551s
24,50%,lzma,-9,32,2849422,0m5.541s
25,50%,lzma,-3,32,3271884,0m2.262s
26,100%,xz,-3,1,3272440,0m2.278s
27,100%,lzma,-9,16,2849422,0m5.606s
28,100%,lzma,-3,1,3271884,0m2.244s
29,50%,lzma,-6,1,2849620,0m5.459s
3,100%,xz,-6,32,2850104,0m5.504s
4,50%,lzma,-3,1,3271884,0m2.213s
5,75%,xz,-3,1,3272440,0m2.285s
6,100%,lzma,-6,16,2849620,0m5.449s
7,75%,xz,-6,32,2850104,0m5.514s
8,50%,xz,-3,32,3272440,0m2.282s
9,75%,xz,-9,32,2849908,0m5.574s
