configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4244480,0m3.083s
1,50%,xz,-3,1,4244480,0m3.062s
10,100%,xz,-9,1,3763616,0m8.383s
11,50%,lzma,-6,16,3786768,0m8.061s
12,75%,xz,-3,32,4244480,0m3.113s
13,50%,lzma,-3,16,4243773,0m3.053s
14,50%,lzma,-6,32,3786768,0m8.070s
15,50%,xz,-6,32,3787400,0m8.096s
16,75%,lzma,-3,16,4243773,0m3.068s
17,75%,lzma,-6,32,3786768,0m8.040s
18,100%,lzma,-6,1,3786768,0m8.079s
19,75%,lzma,-3,1,4243773,0m2.995s
2,75%,xz,-9,16,3763616,0m8.418s
20,75%,lzma,-6,1,3786768,0m8.098s
21,75%,lzma,-6,16,3786768,0m8.052s
22,100%,xz,-9,32,3763616,0m8.400s
23,100%,xz,-9,16,3763616,0m8.484s
24,50%,lzma,-9,32,3762987,0m8.300s
25,50%,lzma,-3,32,4243773,0m3.034s
26,100%,xz,-3,1,4244480,0m3.085s
27,100%,lzma,-9,16,3762987,0m8.414s
28,100%,lzma,-3,1,4243773,0m2.978s
29,50%,lzma,-6,1,3786768,0m7.997s
3,100%,xz,-6,32,3787400,0m8.050s
4,50%,lzma,-3,1,4243773,0m3.058s
5,75%,xz,-3,1,4244480,0m3.059s
6,100%,lzma,-6,16,3786768,0m8.050s
7,75%,xz,-6,32,3787400,0m8.072s
8,50%,xz,-3,32,4244480,0m3.050s
9,75%,xz,-9,32,3763616,0m8.384s
