configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2131652,0m2.545s
1,50%,xz,-3,1,2131652,0m2.554s
10,100%,xz,-9,1,1738884,0m11.568s
11,50%,lzma,-6,16,1778958,0m11.166s
12,75%,xz,-3,32,2131652,0m2.551s
13,50%,lzma,-3,16,2131278,0m2.489s
14,50%,lzma,-6,32,1778958,0m11.103s
15,50%,xz,-6,32,1779272,0m11.185s
16,75%,lzma,-3,16,2131278,0m2.490s
17,75%,lzma,-6,32,1778958,0m11.101s
18,100%,lzma,-6,1,1778958,0m11.073s
19,75%,lzma,-3,1,2131278,0m2.500s
2,75%,xz,-9,16,1738884,0m11.549s
20,75%,lzma,-6,1,1778958,0m11.062s
21,75%,lzma,-6,16,1778958,0m11.090s
22,100%,xz,-9,32,1738884,0m11.535s
23,100%,xz,-9,16,1738884,0m11.549s
24,50%,lzma,-9,32,1738572,0m11.471s
25,50%,lzma,-3,32,2131278,0m2.478s
26,100%,xz,-3,1,2131652,0m2.576s
27,100%,lzma,-9,16,1738572,0m11.428s
28,100%,lzma,-3,1,2131278,0m2.496s
29,50%,lzma,-6,1,1778958,0m11.166s
3,100%,xz,-6,32,1779272,0m11.222s
4,50%,lzma,-3,1,2131278,0m2.482s
5,75%,xz,-3,1,2131652,0m2.586s
6,100%,lzma,-6,16,1778958,0m11.039s
7,75%,xz,-6,32,1779272,0m11.184s
8,50%,xz,-3,32,2131652,0m2.564s
9,75%,xz,-9,32,1738884,0m11.555s
