configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2618064,0m1.794s
1,50%,xz,-3,1,2618064,0m1.827s
10,100%,xz,-9,1,2426816,0m2.949s
11,50%,lzma,-6,16,2426397,0m2.934s
12,75%,xz,-3,32,2618064,0m1.800s
13,50%,lzma,-3,16,2617615,0m1.820s
14,50%,lzma,-6,32,2426397,0m2.917s
15,50%,xz,-6,32,2426816,0m2.946s
16,75%,lzma,-3,16,2617615,0m1.776s
17,75%,lzma,-6,32,2426397,0m3.123s
18,100%,lzma,-6,1,2426397,0m2.904s
19,75%,lzma,-3,1,2617615,0m1.809s
2,75%,xz,-9,16,2426816,0m2.982s
20,75%,lzma,-6,1,2426397,0m2.927s
21,75%,lzma,-6,16,2426397,0m2.963s
22,100%,xz,-9,32,2426816,0m2.951s
23,100%,xz,-9,16,2426816,0m2.977s
24,50%,lzma,-9,32,2426397,0m2.971s
25,50%,lzma,-3,32,2617615,0m1.828s
26,100%,xz,-3,1,2618064,0m1.799s
27,100%,lzma,-9,16,2426397,0m2.963s
28,100%,lzma,-3,1,2617615,0m1.801s
29,50%,lzma,-6,1,2426397,0m2.942s
3,100%,xz,-6,32,2426816,0m2.960s
4,50%,lzma,-3,1,2617615,0m1.836s
5,75%,xz,-3,1,2618064,0m1.810s
6,100%,lzma,-6,16,2426397,0m2.934s
7,75%,xz,-6,32,2426816,0m2.924s
8,50%,xz,-3,32,2618064,0m1.804s
9,75%,xz,-9,32,2426816,0m2.943s
