configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382420,0m4.058s
1,50%,xz,-3,1,3382412,0m3.964s
10,100%,xz,-9,1,2830604,0m8.202s
11,50%,lzma,-6,16,2831189,0m8.035s
12,75%,xz,-3,32,3382420,0m4.014s
13,50%,lzma,-3,16,3381840,0m4.015s
14,50%,lzma,-6,32,2831189,0m8.022s
15,50%,xz,-6,32,2831684,0m8.004s
16,75%,lzma,-3,16,3381840,0m4.011s
17,75%,lzma,-6,32,2831189,0m7.988s
18,100%,lzma,-6,1,2831189,0m7.986s
19,75%,lzma,-3,1,3381840,0m3.978s
2,75%,xz,-9,16,2830612,0m8.160s
20,75%,lzma,-6,1,2831189,0m7.974s
21,75%,lzma,-6,16,2831189,0m8.010s
22,100%,xz,-9,32,2830612,0m8.143s
23,100%,xz,-9,16,2830612,0m8.127s
24,50%,lzma,-9,32,2830116,0m8.112s
25,50%,lzma,-3,32,3381840,0m3.986s
26,100%,xz,-3,1,3382412,0m3.981s
27,100%,lzma,-9,16,2830116,0m8.096s
28,100%,lzma,-3,1,3381840,0m3.983s
29,50%,lzma,-6,1,2831189,0m8.004s
3,100%,xz,-6,32,2831684,0m7.982s
4,50%,lzma,-3,1,3381840,0m3.968s
5,75%,xz,-3,1,3382412,0m4.003s
6,100%,lzma,-6,16,2831189,0m7.987s
7,75%,xz,-6,32,2831684,0m7.996s
8,50%,xz,-3,32,3382420,0m4.007s
9,75%,xz,-9,32,2830612,0m8.127s
