configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,515656,0m0.446s
1,50%,xz,-3,1,515648,0m0.468s
10,100%,xz,-9,1,453260,0m1.510s
11,50%,lzma,-6,16,453144,0m1.436s
12,75%,xz,-3,32,515656,0m0.469s
13,50%,lzma,-3,16,515524,0m0.449s
14,50%,lzma,-6,32,453144,0m1.404s
15,50%,xz,-6,32,453268,0m1.483s
16,75%,lzma,-3,16,515524,0m0.442s
17,75%,lzma,-6,32,453144,0m1.427s
18,100%,lzma,-6,1,453144,0m1.451s
19,75%,lzma,-3,1,515524,0m0.432s
2,75%,xz,-9,16,453268,0m1.531s
20,75%,lzma,-6,1,453144,0m1.443s
21,75%,lzma,-6,16,453144,0m1.422s
22,100%,xz,-9,32,453268,0m1.483s
23,100%,xz,-9,16,453268,0m1.501s
24,50%,lzma,-9,32,453144,0m1.484s
25,50%,lzma,-3,32,515524,0m0.455s
26,100%,xz,-3,1,515648,0m0.436s
27,100%,lzma,-9,16,453144,0m1.462s
28,100%,lzma,-3,1,515524,0m0.429s
29,50%,lzma,-6,1,453144,0m1.412s
3,100%,xz,-6,32,453268,0m1.431s
4,50%,lzma,-3,1,515524,0m0.453s
5,75%,xz,-3,1,515648,0m0.463s
6,100%,lzma,-6,16,453144,0m1.419s
7,75%,xz,-6,32,453268,0m1.463s
8,50%,xz,-3,32,515656,0m0.469s
9,75%,xz,-9,32,453268,0m1.514s
