configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3001852,0m2.662s
1,50%,xz,-3,1,3001844,0m2.635s
10,100%,xz,-9,1,2750272,0m5.302s
11,50%,lzma,-6,16,2749760,0m5.236s
12,75%,xz,-3,32,3001852,0m2.642s
13,50%,lzma,-3,16,3001334,0m2.675s
14,50%,lzma,-6,32,2749760,0m5.248s
15,50%,xz,-6,32,2750236,0m5.240s
16,75%,lzma,-3,16,3001334,0m2.627s
17,75%,lzma,-6,32,2749760,0m5.243s
18,100%,lzma,-6,1,2749760,0m5.241s
19,75%,lzma,-3,1,3001334,0m2.660s
2,75%,xz,-9,16,2750280,0m5.307s
20,75%,lzma,-6,1,2749760,0m5.293s
21,75%,lzma,-6,16,2749760,0m5.224s
22,100%,xz,-9,32,2750280,0m5.339s
23,100%,xz,-9,16,2750280,0m5.366s
24,50%,lzma,-9,32,2749803,0m5.332s
25,50%,lzma,-3,32,3001334,0m2.638s
26,100%,xz,-3,1,3001844,0m2.653s
27,100%,lzma,-9,16,2749803,0m5.336s
28,100%,lzma,-3,1,3001334,0m2.638s
29,50%,lzma,-6,1,2749760,0m5.262s
3,100%,xz,-6,32,2750236,0m5.255s
4,50%,lzma,-3,1,3001334,0m2.630s
5,75%,xz,-3,1,3001844,0m2.616s
6,100%,lzma,-6,16,2749760,0m5.240s
7,75%,xz,-6,32,2750236,0m5.253s
8,50%,xz,-3,32,3001852,0m2.651s
9,75%,xz,-9,32,2750280,0m5.334s
