configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4248448,0m2.019s
1,50%,xz,-3,1,4244480,0m3.018s
10,100%,xz,-9,1,3763616,0m8.490s
11,50%,lzma,-6,16,3786768,0m8.156s
12,75%,xz,-3,32,4248448,0m1.997s
13,50%,lzma,-3,16,4243773,0m3.037s
14,50%,lzma,-6,32,3786768,0m8.217s
15,50%,xz,-6,32,3787408,0m8.192s
16,75%,lzma,-3,16,4243773,0m3.032s
17,75%,lzma,-6,32,3786768,0m8.224s
18,100%,lzma,-6,1,3786768,0m8.164s
19,75%,lzma,-3,1,4243773,0m3.050s
2,75%,xz,-9,16,3763624,0m8.502s
20,75%,lzma,-6,1,3786768,0m8.202s
21,75%,lzma,-6,16,3786768,0m8.258s
22,100%,xz,-9,32,3763624,0m8.502s
23,100%,xz,-9,16,3763624,0m8.513s
24,50%,lzma,-9,32,3762987,0m8.473s
25,50%,lzma,-3,32,4243773,0m3.043s
26,100%,xz,-3,1,4244480,0m3.044s
27,100%,lzma,-9,16,3762987,0m8.474s
28,100%,lzma,-3,1,4243773,0m3.085s
29,50%,lzma,-6,1,3786768,0m8.161s
3,100%,xz,-6,32,3787408,0m8.258s
4,50%,lzma,-3,1,4243773,0m3.012s
5,75%,xz,-3,1,4244480,0m3.039s
6,100%,lzma,-6,16,3786768,0m8.191s
7,75%,xz,-6,32,3787408,0m8.241s
8,50%,xz,-3,32,4248448,0m2.043s
9,75%,xz,-9,32,3763624,0m8.482s
