configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677984,0m1.719s
1,50%,xz,-3,1,1677976,0m1.699s
10,100%,xz,-9,1,1317152,0m4.908s
11,50%,lzma,-6,16,1316901,0m4.837s
12,75%,xz,-3,32,1677984,0m1.718s
13,50%,lzma,-3,16,1677670,0m1.737s
14,50%,lzma,-6,32,1316901,0m4.806s
15,50%,xz,-6,32,1317160,0m4.853s
16,75%,lzma,-3,16,1677670,0m1.713s
17,75%,lzma,-6,32,1316901,0m4.847s
18,100%,lzma,-6,1,1316901,0m4.850s
19,75%,lzma,-3,1,1677670,0m1.683s
2,75%,xz,-9,16,1317160,0m4.895s
20,75%,lzma,-6,1,1316901,0m4.884s
21,75%,lzma,-6,16,1316901,0m4.830s
22,100%,xz,-9,32,1317160,0m4.909s
23,100%,xz,-9,16,1317160,0m4.894s
24,50%,lzma,-9,32,1316901,0m4.945s
25,50%,lzma,-3,32,1677670,0m1.696s
26,100%,xz,-3,1,1677976,0m1.693s
27,100%,lzma,-9,16,1316901,0m4.915s
28,100%,lzma,-3,1,1677670,0m1.696s
29,50%,lzma,-6,1,1316901,0m4.806s
3,100%,xz,-6,32,1317160,0m4.809s
4,50%,lzma,-3,1,1677670,0m1.681s
5,75%,xz,-3,1,1677976,0m1.706s
6,100%,lzma,-6,16,1316901,0m4.844s
7,75%,xz,-6,32,1317160,0m4.864s
8,50%,xz,-3,32,1677984,0m1.709s
9,75%,xz,-9,32,1317160,0m4.924s
