configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382420,0m4.022s
1,50%,xz,-3,1,3382412,0m3.959s
10,100%,xz,-9,1,2830604,0m8.054s
11,50%,lzma,-6,16,2831189,0m8.002s
12,75%,xz,-3,32,3382420,0m3.997s
13,50%,lzma,-3,16,3381840,0m3.966s
14,50%,lzma,-6,32,2831189,0m7.952s
15,50%,xz,-6,32,2831684,0m7.941s
16,75%,lzma,-3,16,3381840,0m3.954s
17,75%,lzma,-6,32,2831189,0m8.011s
18,100%,lzma,-6,1,2831189,0m7.970s
19,75%,lzma,-3,1,3381840,0m4.013s
2,75%,xz,-9,16,2830612,0m8.116s
20,75%,lzma,-6,1,2831189,0m7.987s
21,75%,lzma,-6,16,2831189,0m8.001s
22,100%,xz,-9,32,2830612,0m8.096s
23,100%,xz,-9,16,2830612,0m8.139s
24,50%,lzma,-9,32,2830116,0m8.099s
25,50%,lzma,-3,32,3381840,0m3.961s
26,100%,xz,-3,1,3382412,0m4.030s
27,100%,lzma,-9,16,2830116,0m8.137s
28,100%,lzma,-3,1,3381840,0m3.969s
29,50%,lzma,-6,1,2831189,0m8.039s
3,100%,xz,-6,32,2831684,0m7.938s
4,50%,lzma,-3,1,3381840,0m3.986s
5,75%,xz,-3,1,3382412,0m4.020s
6,100%,lzma,-6,16,2831189,0m7.971s
7,75%,xz,-6,32,2831684,0m7.955s
8,50%,xz,-3,32,3382420,0m4.006s
9,75%,xz,-9,32,2830612,0m8.104s
