configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,14838428,0m3.160s
1,50%,xz,-3,1,14777004,0m9.723s
10,100%,xz,-9,1,13374160,0m27.291s
11,50%,lzma,-6,16,13497551,0m24.237s
12,75%,xz,-3,32,14838428,0m3.130s
13,50%,lzma,-3,16,14775082,0m9.705s
14,50%,lzma,-6,32,13497551,0m24.153s
15,50%,xz,-6,32,13577880,0m12.759s
16,75%,lzma,-3,16,14775082,0m9.688s
17,75%,lzma,-6,32,13497551,0m24.204s
18,100%,lzma,-6,1,13497551,0m24.236s
19,75%,lzma,-3,1,14775082,0m9.692s
2,75%,xz,-9,16,13374168,0m27.293s
20,75%,lzma,-6,1,13497551,0m24.219s
21,75%,lzma,-6,16,13497551,0m24.234s
22,100%,xz,-9,32,13374168,0m27.312s
23,100%,xz,-9,16,13374168,0m27.208s
24,50%,lzma,-9,32,13365111,0m27.287s
25,50%,lzma,-3,32,14775082,0m9.692s
26,100%,xz,-3,1,14777004,0m9.699s
27,100%,lzma,-9,16,13365111,0m27.227s
28,100%,lzma,-3,1,14775082,0m9.721s
29,50%,lzma,-6,1,13497551,0m24.362s
3,100%,xz,-6,32,13577880,0m12.758s
4,50%,lzma,-3,1,14775082,0m9.683s
5,75%,xz,-3,1,14777004,0m9.755s
6,100%,lzma,-6,16,13497551,0m24.285s
7,75%,xz,-6,32,13577880,0m12.858s
8,50%,xz,-3,32,14838428,0m3.147s
9,75%,xz,-9,32,13374168,0m27.216s
