configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914804,0m3.450s
1,50%,xz,-3,1,4914796,0m3.498s
10,100%,xz,-9,1,4489868,0m4.311s
11,50%,lzma,-6,16,4489170,0m4.337s
12,75%,xz,-3,32,4914804,0m3.526s
13,50%,lzma,-3,16,4913990,0m3.479s
14,50%,lzma,-6,32,4489170,0m4.346s
15,50%,xz,-6,32,4489920,0m4.317s
16,75%,lzma,-3,16,4913990,0m3.504s
17,75%,lzma,-6,32,4489170,0m4.272s
18,100%,lzma,-6,1,4489170,0m4.280s
19,75%,lzma,-3,1,4913990,0m3.512s
2,75%,xz,-9,16,4489876,0m4.340s
20,75%,lzma,-6,1,4489170,0m4.274s
21,75%,lzma,-6,16,4489170,0m4.273s
22,100%,xz,-9,32,4489876,0m4.335s
23,100%,xz,-9,16,4489876,0m4.325s
24,50%,lzma,-9,32,4489124,0m4.301s
25,50%,lzma,-3,32,4913990,0m3.484s
26,100%,xz,-3,1,4914796,0m3.468s
27,100%,lzma,-9,16,4489124,0m4.320s
28,100%,lzma,-3,1,4913990,0m3.502s
29,50%,lzma,-6,1,4489170,0m4.334s
3,100%,xz,-6,32,4489920,0m4.294s
4,50%,lzma,-3,1,4913990,0m3.486s
5,75%,xz,-3,1,4914796,0m3.477s
6,100%,lzma,-6,16,4489170,0m4.346s
7,75%,xz,-6,32,4489920,0m4.311s
8,50%,xz,-3,32,4914804,0m3.510s
9,75%,xz,-9,32,4489876,0m4.320s
