configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2149748,0m1.231s
1,50%,xz,-3,1,2131652,0m2.517s
10,100%,xz,-9,1,1738884,0m11.527s
11,50%,lzma,-6,16,1778958,0m11.262s
12,75%,xz,-3,32,2149748,0m1.251s
13,50%,lzma,-3,16,2131278,0m2.473s
14,50%,lzma,-6,32,1778958,0m11.237s
15,50%,xz,-6,32,1797072,0m8.417s
16,75%,lzma,-3,16,2131278,0m2.504s
17,75%,lzma,-6,32,1778958,0m11.226s
18,100%,lzma,-6,1,1778958,0m11.405s
19,75%,lzma,-3,1,2131278,0m2.488s
2,75%,xz,-9,16,1738892,0m11.558s
20,75%,lzma,-6,1,1778958,0m11.268s
21,75%,lzma,-6,16,1778958,0m11.296s
22,100%,xz,-9,32,1738892,0m11.527s
23,100%,xz,-9,16,1738892,0m11.542s
24,50%,lzma,-9,32,1738572,0m11.529s
25,50%,lzma,-3,32,2131278,0m2.467s
26,100%,xz,-3,1,2131652,0m2.498s
27,100%,lzma,-9,16,1738572,0m11.501s
28,100%,lzma,-3,1,2131278,0m2.526s
29,50%,lzma,-6,1,1778958,0m11.264s
3,100%,xz,-6,32,1797072,0m8.441s
4,50%,lzma,-3,1,2131278,0m2.505s
5,75%,xz,-3,1,2131652,0m2.509s
6,100%,lzma,-6,16,1778958,0m11.269s
7,75%,xz,-6,32,1797072,0m8.429s
8,50%,xz,-3,32,2149748,0m1.251s
9,75%,xz,-9,32,1738892,0m11.493s
