configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677984,0m1.716s
1,50%,xz,-3,1,1677976,0m1.718s
10,100%,xz,-9,1,1317152,0m4.929s
11,50%,lzma,-6,16,1316901,0m4.838s
12,75%,xz,-3,32,1677984,0m1.682s
13,50%,lzma,-3,16,1677670,0m1.664s
14,50%,lzma,-6,32,1316901,0m4.863s
15,50%,xz,-6,32,1317160,0m4.846s
16,75%,lzma,-3,16,1677670,0m1.731s
17,75%,lzma,-6,32,1316901,0m4.835s
18,100%,lzma,-6,1,1316901,0m4.848s
19,75%,lzma,-3,1,1677670,0m1.686s
2,75%,xz,-9,16,1317160,0m4.919s
20,75%,lzma,-6,1,1316901,0m4.824s
21,75%,lzma,-6,16,1316901,0m4.854s
22,100%,xz,-9,32,1317160,0m4.925s
23,100%,xz,-9,16,1317160,0m4.965s
24,50%,lzma,-9,32,1316901,0m4.910s
25,50%,lzma,-3,32,1677670,0m1.693s
26,100%,xz,-3,1,1677976,0m1.703s
27,100%,lzma,-9,16,1316901,0m4.910s
28,100%,lzma,-3,1,1677670,0m1.698s
29,50%,lzma,-6,1,1316901,0m4.810s
3,100%,xz,-6,32,1317160,0m4.836s
4,50%,lzma,-3,1,1677670,0m1.716s
5,75%,xz,-3,1,1677976,0m1.694s
6,100%,lzma,-6,16,1316901,0m4.821s
7,75%,xz,-6,32,1317160,0m4.857s
8,50%,xz,-3,32,1677984,0m1.701s
9,75%,xz,-9,32,1317160,0m4.908s
