configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,515656,0m0.466s
1,50%,xz,-3,1,515648,0m0.441s
10,100%,xz,-9,1,453260,0m1.467s
11,50%,lzma,-6,16,453144,0m1.418s
12,75%,xz,-3,32,515656,0m0.466s
13,50%,lzma,-3,16,515524,0m0.433s
14,50%,lzma,-6,32,453144,0m1.413s
15,50%,xz,-6,32,453268,0m1.454s
16,75%,lzma,-3,16,515524,0m0.426s
17,75%,lzma,-6,32,453144,0m1.412s
18,100%,lzma,-6,1,453144,0m1.436s
19,75%,lzma,-3,1,515524,0m0.428s
2,75%,xz,-9,16,453268,0m1.518s
20,75%,lzma,-6,1,453144,0m1.441s
21,75%,lzma,-6,16,453144,0m1.455s
22,100%,xz,-9,32,453268,0m1.493s
23,100%,xz,-9,16,453268,0m1.487s
24,50%,lzma,-9,32,453144,0m1.462s
25,50%,lzma,-3,32,515524,0m0.431s
26,100%,xz,-3,1,515648,0m0.466s
27,100%,lzma,-9,16,453144,0m1.464s
28,100%,lzma,-3,1,515524,0m0.446s
29,50%,lzma,-6,1,453144,0m1.415s
3,100%,xz,-6,32,453268,0m1.462s
4,50%,lzma,-3,1,515524,0m0.454s
5,75%,xz,-3,1,515648,0m0.464s
6,100%,lzma,-6,16,453144,0m1.411s
7,75%,xz,-6,32,453268,0m1.469s
8,50%,xz,-3,32,515656,0m0.460s
9,75%,xz,-9,32,453268,0m1.472s
