,--disable-option-checking,--disable-libtool-lock,--disable-largefile,--disable-threadsafe,--disable-tcl,--disable-readline,--disable-amalgamation,--disable-load-extension,--disable-math,--enable-shared=no,--enable-static,--enable-fast-install,--enable-releasemode,--enable-tempstore,--enable-editline,--enable-debug,--enable-all,--enable-memsys5,--enable-memsys3,--enable-fts3,--enable-fts4,--enable-fts5,--enable-json1,--enable-update-limit,--enable-geopoly,--enable-rtree,--enable-session,--enable-gcov,--with-pic,--with-gnu-ld,--with-tcl=/usr/lib64,binary-size,unit,nr-of-gadgets
168,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,3600280,bytes,57817
169,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,True,True,True,10213272,bytes,80474
170,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,False,4061912,bytes,66114
171,False,True,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,3379568,bytes,56184
172,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,4040152,bytes,65423
173,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,9712528,bytes,76374
174,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,8564776,bytes,67632
175,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,3935600,bytes,64479
176,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,3491488,bytes,56414
177,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,True,True,True,False,9661576,bytes,76206
178,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,8611888,bytes,67993
179,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,10227232,bytes,80025
180,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,3408824,bytes,54983
181,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,3620672,bytes,58155
182,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,True,True,10165352,bytes,79484
183,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,3983904,bytes,65460
184,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,3982384,bytes,66416
185,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False,3977520,bytes,65334
186,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,10199328,bytes,80502
187,False,True,True,False,False,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,10162608,bytes,79418
188,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,10213272,bytes,80474
189,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,10153912,bytes,79973
190,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,3570248,bytes,57380
191,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,3864256,bytes,62979
192,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,3814760,bytes,62631
193,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,3996016,bytes,65632
194,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,False,10188496,bytes,80474
195,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,True,True,10198496,bytes,80560
196,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,4035528,bytes,65425
197,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,9007144,bytes,70969
198,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,9092032,bytes,71124
199,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,False,False,3859304,bytes,63306
0,False,False,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,8598528,bytes,67900
1,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,True,True,False,True,10097472,bytes,79333
2,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,10176784,bytes,79540
3,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,9649272,bytes,75645
4,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,10097464,bytes,79342
5,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,10092536,bytes,79054
6,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,9068504,bytes,71144
7,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,False,False,True,10001392,bytes,78537
8,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,8920064,bytes,69900
9,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,9584504,bytes,75542
10,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,True,8990160,bytes,70663
11,False,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,8491816,bytes,67075
12,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,8637904,bytes,68287
13,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,8698200,bytes,68564
14,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,10191144,bytes,79582
15,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,10162608,bytes,79418
16,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,True,10202064,bytes,80355
17,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,10213672,bytes,80035
18,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,10228128,bytes,80112
19,False,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,10093536,bytes,79320
20,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,10088160,bytes,78898
21,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,10078368,bytes,79096
22,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,True,False,False,8968744,bytes,70444
23,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,10228128,bytes,80112
24,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,9102240,bytes,71448
25,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,10060896,bytes,79008
26,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,True,10060896,bytes,79008
27,True,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,10198496,bytes,80560
28,False,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,9061664,bytes,70867
29,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False,True,True,True,9757056,bytes,77018
30,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,9795568,bytes,77027
31,False,True,False,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,8489272,bytes,66964
32,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,8565520,bytes,67620
33,False,True,True,True,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,10080064,bytes,79255
34,True,True,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,8617400,bytes,68227
35,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,8990184,bytes,70634
36,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,9753320,bytes,77161
37,True,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,10109248,bytes,78964
38,False,True,False,True,False,False,True,True,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,8860864,bytes,69991
39,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,9670680,bytes,75993
40,False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,10124424,bytes,79153
41,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,10238304,bytes,80121
42,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,9978720,bytes,78422
43,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,False,True,True,10141568,bytes,79690
44,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,False,10193880,bytes,79728
45,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,8443120,bytes,66475
46,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,10136432,bytes,79815
47,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,9117168,bytes,71925
48,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,9070760,bytes,71025
49,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,10165744,bytes,79481
50,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,False,True,8631712,bytes,68429
51,True,False,True,False,True,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False,10177712,bytes,79743
52,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,9768744,bytes,77406
53,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,10191168,bytes,79575
54,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,True,10099352,bytes,79328
55,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,10080064,bytes,79255
56,False,False,False,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,9635200,bytes,75550
57,True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,10125072,bytes,79654
58,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,10213128,bytes,80461
59,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,9078536,bytes,71143
60,True,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,False,8958848,bytes,70114
61,False,True,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,10123800,bytes,79417
62,True,True,True,False,True,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,8559240,bytes,67384
63,True,False,True,True,False,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,True,False,10071792,bytes,79085
64,False,False,False,False,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,10165680,bytes,79509
65,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True,8930912,bytes,69816
66,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,10212096,bytes,79842
67,True,False,True,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,10191936,bytes,79704
68,True,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,False,8857912,bytes,69824
69,True,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,10199288,bytes,80510
70,True,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True,10085416,bytes,78851
71,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,9785808,bytes,76995
72,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,8695544,bytes,68578
73,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,8505488,bytes,67298
74,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,10138856,bytes,79570
75,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,8578536,bytes,67578
76,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,10136360,bytes,79800
77,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,False,False,True,False,True,True,True,True,False,False,10123800,bytes,79417
78,True,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,9625272,bytes,76228
79,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,True,8930832,bytes,69801
80,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,False,False,True,False,False,True,10125560,bytes,79510
81,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,9078536,bytes,71143
82,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,10085416,bytes,78851
83,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,True,10125072,bytes,79654
84,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,10202064,bytes,80355
85,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,10202064,bytes,80355
86,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,9782960,bytes,76877
87,False,False,False,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,8637904,bytes,68287
88,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,10090944,bytes,79223
89,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,10177640,bytes,79656
90,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,True,10097472,bytes,79333
91,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,8501440,bytes,66934
92,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,10118544,bytes,79561
93,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,10196032,bytes,81048
94,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,9677496,bytes,75962
95,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,8692624,bytes,68697
96,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,10238304,bytes,80121
97,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,9649272,bytes,75645
98,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,10198480,bytes,80712
99,True,False,True,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,8558512,bytes,67601
100,True,False,False,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,10133928,bytes,79663
101,False,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,10230864,bytes,80157
102,True,False,True,False,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,10165680,bytes,79509
103,False,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,10071792,bytes,79085
104,False,True,True,True,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,9599880,bytes,75803
105,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,False,10095672,bytes,79009
106,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,10212064,bytes,79873
107,True,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,True,True,10224768,bytes,79981
108,False,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,False,False,True,10108752,bytes,79376
109,True,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,10230864,bytes,80157
110,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,8455848,bytes,66579
111,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,10071792,bytes,79085
112,True,False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,8591584,bytes,67950
113,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True,9053760,bytes,70972
114,False,True,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,9768568,bytes,76755
115,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,9683920,bytes,76134
116,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,10191936,bytes,79717
117,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,10118544,bytes,79561
118,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,10191144,bytes,79582
119,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,10108752,bytes,79416
120,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,9743856,bytes,76735
121,True,False,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,True,False,9020576,bytes,71276
122,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,8984928,bytes,70818
123,True,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,True,8878384,bytes,69846
124,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,True,True,True,False,True,False,10111712,bytes,79498
125,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False,10117056,bytes,79575
126,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,10180384,bytes,79501
127,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,False,10101088,bytes,79511
128,True,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,10165680,bytes,79509
129,False,True,False,True,True,True,False,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,False,True,10078368,bytes,79096
130,False,True,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,9053264,bytes,70807
131,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,9664240,bytes,75912
132,True,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,10191144,bytes,79582
133,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,8958848,bytes,70114
134,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,8531656,bytes,67201
135,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,10136432,bytes,79815
136,True,True,True,False,False,True,True,True,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,10205536,bytes,79765
137,True,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,10118544,bytes,79561
138,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,10097464,bytes,79342
139,True,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,10085416,bytes,78851
140,False,False,True,True,True,False,True,False,True,False,False,False,True,True,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,10111712,bytes,79486
141,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,9073464,bytes,71205
142,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,10202032,bytes,80354
143,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,False,True,10193912,bytes,79714
144,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,True,False,True,False,True,10133928,bytes,79663
145,False,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,False,True,8997312,bytes,70934
146,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,True,False,False,9593152,bytes,75949
147,False,False,False,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,10194400,bytes,79706
148,True,False,True,True,False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,10147416,bytes,79828
149,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,True,9625776,bytes,76150
