configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213286,0m4.211s
1,tiff,1,1,0,1,2213201,0m4.243s
10,png,1,0,1,1,1753451,0m8.224s
11,png,1,0,0,1,1753330,0m8.204s
12,png,0,1,0,0,1894389,0m8.304s
13,png,0,0,0,0,1894275,0m8.278s
14,png,0,0,0,1,1894348,0m8.324s
15,png,0,1,1,0,1894253,0m8.345s
2,tiff,1,0,1,1,2213362,0m4.176s
3,tiff,1,0,0,1,2213410,0m4.185s
4,tiff,0,1,0,0,2400577,0m4.233s
5,tiff,0,0,0,0,2401728,0m4.260s
6,tiff,0,0,0,1,2401050,0m4.219s
7,tiff,0,1,1,0,2401890,0m4.217s
8,png,1,1,1,1,1753342,0m8.277s
9,png,1,1,0,1,1753294,0m8.206s
