configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536654,0m1.854s
1,tiff,1,1,0,1,1536643,0m1.865s
10,png,1,0,1,1,1615725,0m3.562s
11,png,1,0,0,1,1615744,0m3.548s
12,png,0,1,0,0,1843126,0m3.670s
13,png,0,0,0,0,1843126,0m3.746s
14,png,0,0,0,1,1843118,0m3.688s
15,png,0,1,1,0,1843135,0m3.690s
2,tiff,1,0,1,1,1536648,0m1.872s
3,tiff,1,0,0,1,1536653,0m1.853s
4,tiff,0,1,0,0,1794990,0m1.976s
5,tiff,0,0,0,0,1794949,0m1.857s
6,tiff,0,0,0,1,1794985,0m1.920s
7,tiff,0,1,1,0,1794961,0m1.868s
8,png,1,1,1,1,1615740,0m3.591s
9,png,1,1,0,1,1615720,0m3.566s
