configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362694,0m6.161s
1,tiff,1,1,0,1,6362688,0m6.127s
10,png,1,0,1,1,6662485,0m12.352s
11,png,1,0,0,1,6662488,0m12.434s
12,png,0,1,0,0,10651944,0m31.898s
13,png,0,0,0,0,10651912,0m31.870s
14,png,0,0,0,1,10651933,0m31.744s
15,png,0,1,1,0,10651915,0m31.789s
2,tiff,1,0,1,1,6362673,0m6.080s
3,tiff,1,0,0,1,6362682,0m6.155s
4,tiff,0,1,0,0,11409277,0m9.196s
5,tiff,0,0,0,0,11409257,0m9.203s
6,tiff,0,0,0,1,11409257,0m9.264s
7,tiff,0,1,1,0,11409676,0m9.362s
8,png,1,1,1,1,6662447,0m12.359s
9,png,1,1,0,1,6662436,0m12.340s
