configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15257211,0m8.314s
1,tiff,1,1,0,1,15256077,0m8.292s
10,png,1,0,1,1,15095070,0m25.027s
11,png,1,0,0,1,15095039,0m24.907s
12,png,0,1,0,0,14807283,0m31.716s
13,png,0,0,0,0,14807342,0m31.929s
14,png,0,0,0,1,14807392,0m31.708s
15,png,0,1,1,0,14807365,0m31.664s
2,tiff,1,0,1,1,15255254,0m8.541s
3,tiff,1,0,0,1,15255329,0m8.294s
4,tiff,0,1,0,0,14377415,0m8.827s
5,tiff,0,0,0,0,14377012,0m9.006s
6,tiff,0,0,0,1,14376927,0m8.865s
7,tiff,0,1,1,0,14377311,0m8.851s
8,png,1,1,1,1,15095097,0m24.858s
9,png,1,1,0,1,15095093,0m24.966s
