configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3274098,0m5.443s
1,tiff,1,1,0,1,3274057,0m5.459s
10,png,1,0,1,1,3254935,0m8.814s
11,png,1,0,0,1,3254934,0m8.881s
12,png,0,1,0,0,8502290,0m26.109s
13,png,0,0,0,0,8502267,0m26.074s
14,png,0,0,0,1,8502311,0m26.135s
15,png,0,1,1,0,8502346,0m26.087s
2,tiff,1,0,1,1,3274087,0m5.479s
3,tiff,1,0,0,1,3274099,0m5.457s
4,tiff,0,1,0,0,10068141,0m6.202s
5,tiff,0,0,0,0,10068082,0m6.173s
6,tiff,0,0,0,1,10068054,0m6.171s
7,tiff,0,1,1,0,10068158,0m6.143s
8,png,1,1,1,1,3254910,0m8.844s
9,png,1,1,0,1,3254920,0m8.902s
