configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382412,0m4.087s
1,50%,xz,-3,1,3382412,0m4.049s
10,100%,xz,-9,1,2830604,0m8.556s
11,50%,lzma,-6,16,2831189,0m8.364s
12,75%,xz,-3,32,3382412,0m4.059s
13,50%,lzma,-3,16,3381840,0m4.055s
14,50%,lzma,-6,32,2831189,0m8.384s
15,50%,xz,-6,32,2831676,0m8.344s
16,75%,lzma,-3,16,3381840,0m4.062s
17,75%,lzma,-6,32,2831189,0m8.470s
18,100%,lzma,-6,1,2831189,0m8.455s
19,75%,lzma,-3,1,3381840,0m4.071s
2,75%,xz,-9,16,2830604,0m8.486s
20,75%,lzma,-6,1,2831189,0m8.352s
21,75%,lzma,-6,16,2831189,0m8.398s
22,100%,xz,-9,32,2830604,0m8.528s
23,100%,xz,-9,16,2830604,0m8.497s
24,50%,lzma,-9,32,2830116,0m8.527s
25,50%,lzma,-3,32,3381840,0m4.049s
26,100%,xz,-3,1,3382412,0m4.036s
27,100%,lzma,-9,16,2830116,0m8.612s
28,100%,lzma,-3,1,3381840,0m4.077s
29,50%,lzma,-6,1,2831189,0m8.371s
3,100%,xz,-6,32,2831676,0m8.378s
4,50%,lzma,-3,1,3381840,0m4.067s
5,75%,xz,-3,1,3382412,0m4.035s
6,100%,lzma,-6,16,2831189,0m8.329s
7,75%,xz,-6,32,2831676,0m8.339s
8,50%,xz,-3,32,3382412,0m4.092s
9,75%,xz,-9,32,2830604,0m8.543s
