configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677976,0m1.742s
1,50%,xz,-3,1,1677976,0m1.733s
10,100%,xz,-9,1,1317152,0m5.172s
11,50%,lzma,-6,16,1316901,0m5.158s
12,75%,xz,-3,32,1677976,0m1.726s
13,50%,lzma,-3,16,1677670,0m1.711s
14,50%,lzma,-6,32,1316901,0m5.166s
15,50%,xz,-6,32,1317152,0m5.144s
16,75%,lzma,-3,16,1677670,0m1.719s
17,75%,lzma,-6,32,1316901,0m5.153s
18,100%,lzma,-6,1,1316901,0m5.158s
19,75%,lzma,-3,1,1677670,0m1.734s
2,75%,xz,-9,16,1317152,0m5.194s
20,75%,lzma,-6,1,1316901,0m5.139s
21,75%,lzma,-6,16,1316901,0m5.158s
22,100%,xz,-9,32,1317152,0m5.196s
23,100%,xz,-9,16,1317152,0m5.209s
24,50%,lzma,-9,32,1316901,0m5.188s
25,50%,lzma,-3,32,1677670,0m1.748s
26,100%,xz,-3,1,1677976,0m1.743s
27,100%,lzma,-9,16,1316901,0m5.207s
28,100%,lzma,-3,1,1677670,0m1.754s
29,50%,lzma,-6,1,1316901,0m5.163s
3,100%,xz,-6,32,1317152,0m5.142s
4,50%,lzma,-3,1,1677670,0m1.736s
5,75%,xz,-3,1,1677976,0m1.734s
6,100%,lzma,-6,16,1316901,0m5.150s
7,75%,xz,-6,32,1317152,0m5.195s
8,50%,xz,-3,32,1677976,0m1.747s
9,75%,xz,-9,32,1317152,0m5.230s
