configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,14777004,0m9.889s
1,50%,xz,-3,1,14777004,0m9.950s
10,100%,xz,-9,1,13374160,0m28.528s
11,50%,lzma,-6,16,13497551,0m25.728s
12,75%,xz,-3,32,14777004,0m9.901s
13,50%,lzma,-3,16,14775082,0m9.910s
14,50%,lzma,-6,32,13497551,0m25.707s
15,50%,xz,-6,32,13503600,0m25.629s
16,75%,lzma,-3,16,14775082,0m9.898s
17,75%,lzma,-6,32,13497551,0m25.704s
18,100%,lzma,-6,1,13497551,0m25.746s
19,75%,lzma,-3,1,14775082,0m9.904s
2,75%,xz,-9,16,13374160,0m28.757s
20,75%,lzma,-6,1,13497551,0m25.830s
21,75%,lzma,-6,16,13497551,0m25.764s
22,100%,xz,-9,32,13374160,0m28.619s
23,100%,xz,-9,16,13374160,0m28.625s
24,50%,lzma,-9,32,13365111,0m28.728s
25,50%,lzma,-3,32,14775082,0m9.860s
26,100%,xz,-3,1,14777004,0m9.947s
27,100%,lzma,-9,16,13365111,0m28.525s
28,100%,lzma,-3,1,14775082,0m9.852s
29,50%,lzma,-6,1,13497551,0m25.608s
3,100%,xz,-6,32,13503600,0m25.643s
4,50%,lzma,-3,1,14775082,0m9.895s
5,75%,xz,-3,1,14777004,0m9.865s
6,100%,lzma,-6,16,13497551,0m25.701s
7,75%,xz,-6,32,13503600,0m25.592s
8,50%,xz,-3,32,14777004,0m9.873s
9,75%,xz,-9,32,13374160,0m28.478s
