configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3272440,0m2.310s
1,50%,xz,-3,1,3272440,0m2.289s
10,100%,xz,-9,1,2849908,0m5.909s
11,50%,lzma,-6,16,2849620,0m5.802s
12,75%,xz,-3,32,3272440,0m2.267s
13,50%,lzma,-3,16,3271884,0m2.290s
14,50%,lzma,-6,32,2849620,0m5.856s
15,50%,xz,-6,32,2850104,0m5.853s
16,75%,lzma,-3,16,3271884,0m2.298s
17,75%,lzma,-6,32,2849620,0m5.830s
18,100%,lzma,-6,1,2849620,0m5.954s
19,75%,lzma,-3,1,3271884,0m2.295s
2,75%,xz,-9,16,2849908,0m5.909s
20,75%,lzma,-6,1,2849620,0m5.829s
21,75%,lzma,-6,16,2849620,0m5.890s
22,100%,xz,-9,32,2849908,0m5.880s
23,100%,xz,-9,16,2849908,0m5.969s
24,50%,lzma,-9,32,2849422,0m5.932s
25,50%,lzma,-3,32,3271884,0m2.328s
26,100%,xz,-3,1,3272440,0m2.313s
27,100%,lzma,-9,16,2849422,0m5.917s
28,100%,lzma,-3,1,3271884,0m2.314s
29,50%,lzma,-6,1,2849620,0m5.828s
3,100%,xz,-6,32,2850104,0m5.845s
4,50%,lzma,-3,1,3271884,0m2.325s
5,75%,xz,-3,1,3272440,0m2.308s
6,100%,lzma,-6,16,2849620,0m5.839s
7,75%,xz,-6,32,2850104,0m5.868s
8,50%,xz,-3,32,3272440,0m2.280s
9,75%,xz,-9,32,2849908,0m5.866s
