configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205811,0m1.144s
1,tiff,1,1,0,1,1205839,0m1.204s
10,png,1,0,1,1,1349668,0m2.541s
11,png,1,0,0,1,1349934,0m2.538s
12,png,0,1,0,0,3177566,0m4.989s
13,png,0,0,0,0,3177544,0m5.032s
14,png,0,0,0,1,3177558,0m4.992s
15,png,0,1,1,0,3177573,0m4.991s
2,tiff,1,0,1,1,1205837,0m1.150s
3,tiff,1,0,0,1,1205600,0m1.173s
4,tiff,0,1,0,0,3875978,0m1.358s
5,tiff,0,0,0,0,3876305,0m1.343s
6,tiff,0,0,0,1,3875960,0m1.311s
7,tiff,0,1,1,0,3875940,0m1.314s
8,png,1,1,1,1,1349690,0m2.507s
9,png,1,1,0,1,1349593,0m2.546s
