configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255450,0m8.259s
1,tiff,1,1,0,1,15255430,0m8.296s
10,png,1,0,1,1,15095128,0m24.906s
11,png,1,0,0,1,15095096,0m24.981s
12,png,0,1,0,0,14807367,0m31.671s
13,png,0,0,0,0,14807373,0m31.524s
14,png,0,0,0,1,14807381,0m31.676s
15,png,0,1,1,0,14807384,0m31.660s
2,tiff,1,0,1,1,15255435,0m8.275s
3,tiff,1,0,0,1,15255363,0m8.383s
4,tiff,0,1,0,0,14376881,0m8.790s
5,tiff,0,0,0,0,14377456,0m8.813s
6,tiff,0,0,0,1,14378161,0m8.832s
7,tiff,0,1,1,0,14376936,0m8.734s
8,png,1,1,1,1,15095097,0m24.871s
9,png,1,1,0,1,15095087,0m24.803s
