configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362669,0m6.175s
1,tiff,1,1,0,1,6362691,0m6.128s
10,png,1,0,1,1,6662736,0m12.398s
11,png,1,0,0,1,6662493,0m12.321s
12,png,0,1,0,0,10651958,0m31.909s
13,png,0,0,0,0,10651927,0m32.029s
14,png,0,0,0,1,10651957,0m31.955s
15,png,0,1,1,0,10651940,0m32.087s
2,tiff,1,0,1,1,6362660,0m6.127s
3,tiff,1,0,0,1,6362668,0m6.109s
4,tiff,0,1,0,0,11409243,0m9.505s
5,tiff,0,0,0,0,11409619,0m9.567s
6,tiff,0,0,0,1,11409245,0m9.492s
7,tiff,0,1,1,0,11409261,0m9.390s
8,png,1,1,1,1,6662424,0m12.394s
9,png,1,1,0,1,6662500,0m12.317s
