configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4244480,0m3.184s
1,50%,xz,-3,1,4244480,0m3.175s
10,100%,xz,-9,1,3763616,0m9.030s
11,50%,lzma,-6,16,3786768,0m8.643s
12,75%,xz,-3,32,4244480,0m3.192s
13,50%,lzma,-3,16,4243773,0m3.091s
14,50%,lzma,-6,32,3786768,0m8.636s
15,50%,xz,-6,32,3787400,0m8.653s
16,75%,lzma,-3,16,4243773,0m3.128s
17,75%,lzma,-6,32,3786768,0m8.636s
18,100%,lzma,-6,1,3786768,0m8.680s
19,75%,lzma,-3,1,4243773,0m3.091s
2,75%,xz,-9,16,3763616,0m8.987s
20,75%,lzma,-6,1,3786768,0m8.664s
21,75%,lzma,-6,16,3786768,0m8.627s
22,100%,xz,-9,32,3763616,0m9.050s
23,100%,xz,-9,16,3763616,0m9.044s
24,50%,lzma,-9,32,3762987,0m8.948s
25,50%,lzma,-3,32,4243773,0m3.142s
26,100%,xz,-3,1,4244480,0m3.177s
27,100%,lzma,-9,16,3762987,0m8.979s
28,100%,lzma,-3,1,4243773,0m3.137s
29,50%,lzma,-6,1,3786768,0m8.660s
3,100%,xz,-6,32,3787400,0m8.690s
4,50%,lzma,-3,1,4243773,0m3.146s
5,75%,xz,-3,1,4244480,0m3.192s
6,100%,lzma,-6,16,3786768,0m8.608s
7,75%,xz,-6,32,3787400,0m8.690s
8,50%,xz,-3,32,4244480,0m3.179s
9,75%,xz,-9,32,3763616,0m8.985s
