configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3272440,0m2.352s
1,50%,xz,-3,1,3272440,0m2.312s
10,100%,xz,-9,1,2849908,0m5.940s
11,50%,lzma,-6,16,2849620,0m5.844s
12,75%,xz,-3,32,3272440,0m2.331s
13,50%,lzma,-3,16,3271884,0m2.291s
14,50%,lzma,-6,32,2849620,0m5.832s
15,50%,xz,-6,32,2850104,0m5.882s
16,75%,lzma,-3,16,3271884,0m2.286s
17,75%,lzma,-6,32,2849620,0m5.835s
18,100%,lzma,-6,1,2849620,0m5.837s
19,75%,lzma,-3,1,3271884,0m2.328s
2,75%,xz,-9,16,2849908,0m5.909s
20,75%,lzma,-6,1,2849620,0m5.793s
21,75%,lzma,-6,16,2849620,0m6.029s
22,100%,xz,-9,32,2849908,0m5.909s
23,100%,xz,-9,16,2849908,0m5.942s
24,50%,lzma,-9,32,2849422,0m5.882s
25,50%,lzma,-3,32,3271884,0m2.296s
26,100%,xz,-3,1,3272440,0m2.320s
27,100%,lzma,-9,16,2849422,0m5.884s
28,100%,lzma,-3,1,3271884,0m2.309s
29,50%,lzma,-6,1,2849620,0m5.867s
3,100%,xz,-6,32,2850104,0m5.893s
4,50%,lzma,-3,1,3271884,0m2.317s
5,75%,xz,-3,1,3272440,0m2.336s
6,100%,lzma,-6,16,2849620,0m5.800s
7,75%,xz,-6,32,2850104,0m5.813s
8,50%,xz,-3,32,3272440,0m2.336s
9,75%,xz,-9,32,2849908,0m5.898s
