configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,14777004,0m10.158s
1,50%,xz,-3,1,14777004,0m10.131s
10,100%,xz,-9,1,13374160,0m29.001s
11,50%,lzma,-6,16,13497551,0m25.657s
12,75%,xz,-3,32,14777004,0m10.083s
13,50%,lzma,-3,16,14775082,0m10.026s
14,50%,lzma,-6,32,13497551,0m25.561s
15,50%,xz,-6,32,13503600,0m25.666s
16,75%,lzma,-3,16,14775082,0m9.950s
17,75%,lzma,-6,32,13497551,0m25.546s
18,100%,lzma,-6,1,13497551,0m25.610s
19,75%,lzma,-3,1,14775082,0m10.000s
2,75%,xz,-9,16,13374160,0m28.839s
20,75%,lzma,-6,1,13497551,0m25.689s
21,75%,lzma,-6,16,13497551,0m25.599s
22,100%,xz,-9,32,13374160,0m28.815s
23,100%,xz,-9,16,13374160,0m28.793s
24,50%,lzma,-9,32,13365111,0m28.622s
25,50%,lzma,-3,32,14775082,0m9.886s
26,100%,xz,-3,1,14777004,0m10.092s
27,100%,lzma,-9,16,13365111,0m28.803s
28,100%,lzma,-3,1,14775082,0m10.014s
29,50%,lzma,-6,1,13497551,0m25.738s
3,100%,xz,-6,32,13503600,0m25.856s
4,50%,lzma,-3,1,14775082,0m10.031s
5,75%,xz,-3,1,14777004,0m10.203s
6,100%,lzma,-6,16,13497551,0m25.703s
7,75%,xz,-6,32,13503600,0m25.811s
8,50%,xz,-3,32,14777004,0m10.177s
9,75%,xz,-9,32,13374160,0m28.744s
