configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362725,0m6.122s
1,tiff,1,1,0,1,6362741,0m6.110s
10,png,1,0,1,1,6662484,0m12.318s
11,png,1,0,0,1,6662474,0m12.381s
12,png,0,1,0,0,10651942,0m31.767s
13,png,0,0,0,0,10651917,0m31.889s
14,png,0,0,0,1,10651944,0m31.884s
15,png,0,1,1,0,10651950,0m31.874s
2,tiff,1,0,1,1,6362665,0m6.126s
3,tiff,1,0,0,1,6362678,0m6.123s
4,tiff,0,1,0,0,11409261,0m10.029s
5,tiff,0,0,0,0,11409206,0m9.559s
6,tiff,0,0,0,1,11409735,0m9.506s
7,tiff,0,1,1,0,11409712,0m9.529s
8,png,1,1,1,1,6662721,0m12.435s
9,png,1,1,0,1,6662493,0m12.394s
