configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3274027,0m5.498s
1,tiff,1,1,0,1,3273987,0m5.425s
10,png,1,0,1,1,3254929,0m8.910s
11,png,1,0,0,1,3254939,0m8.800s
12,png,0,1,0,0,8502372,0m26.094s
13,png,0,0,0,0,8502323,0m26.035s
14,png,0,0,0,1,8502341,0m26.051s
15,png,0,1,1,0,8502362,0m26.233s
2,tiff,1,0,1,1,3273975,0m5.484s
3,tiff,1,0,0,1,3273923,0m5.506s
4,tiff,0,1,0,0,10068924,0m6.175s
5,tiff,0,0,0,0,10068867,0m6.168s
6,tiff,0,0,0,1,10068664,0m6.176s
7,tiff,0,1,1,0,10068821,0m6.160s
8,png,1,1,1,1,3254944,0m8.896s
9,png,1,1,0,1,3254931,0m8.841s
