configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3272440,0m2.300s
1,50%,xz,-3,1,3272440,0m2.425s
10,100%,xz,-9,1,2849908,0m5.925s
11,50%,lzma,-6,16,2849620,0m5.872s
12,75%,xz,-3,32,3272440,0m2.295s
13,50%,lzma,-3,16,3271884,0m2.291s
14,50%,lzma,-6,32,2849620,0m5.879s
15,50%,xz,-6,32,2850104,0m5.859s
16,75%,lzma,-3,16,3271884,0m2.266s
17,75%,lzma,-6,32,2849620,0m5.855s
18,100%,lzma,-6,1,2849620,0m5.852s
19,75%,lzma,-3,1,3271884,0m2.287s
2,75%,xz,-9,16,2849908,0m5.922s
20,75%,lzma,-6,1,2849620,0m5.854s
21,75%,lzma,-6,16,2849620,0m5.834s
22,100%,xz,-9,32,2849908,0m5.888s
23,100%,xz,-9,16,2849908,0m5.876s
24,50%,lzma,-9,32,2849422,0m5.896s
25,50%,lzma,-3,32,3271884,0m2.276s
26,100%,xz,-3,1,3272440,0m2.299s
27,100%,lzma,-9,16,2849422,0m5.912s
28,100%,lzma,-3,1,3271884,0m2.286s
29,50%,lzma,-6,1,2849620,0m5.817s
3,100%,xz,-6,32,2850104,0m5.858s
4,50%,lzma,-3,1,3271884,0m2.292s
5,75%,xz,-3,1,3272440,0m2.319s
6,100%,lzma,-6,16,2849620,0m5.831s
7,75%,xz,-6,32,2850104,0m5.833s
8,50%,xz,-3,32,3272440,0m2.300s
9,75%,xz,-9,32,2849908,0m5.908s
