configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,515648,0m0.475s
1,50%,xz,-3,1,515648,0m0.467s
10,100%,xz,-9,1,453260,0m1.545s
11,50%,lzma,-6,16,453144,0m1.515s
12,75%,xz,-3,32,515648,0m0.469s
13,50%,lzma,-3,16,515524,0m0.445s
14,50%,lzma,-6,32,453144,0m1.488s
15,50%,xz,-6,32,453260,0m1.497s
16,75%,lzma,-3,16,515524,0m0.462s
17,75%,lzma,-6,32,453144,0m1.487s
18,100%,lzma,-6,1,453144,0m1.532s
19,75%,lzma,-3,1,515524,0m0.440s
2,75%,xz,-9,16,453260,0m1.575s
20,75%,lzma,-6,1,453144,0m1.514s
21,75%,lzma,-6,16,453144,0m1.519s
22,100%,xz,-9,32,453260,0m1.576s
23,100%,xz,-9,16,453260,0m1.555s
24,50%,lzma,-9,32,453144,0m1.572s
25,50%,lzma,-3,32,515524,0m0.445s
26,100%,xz,-3,1,515648,0m0.468s
27,100%,lzma,-9,16,453144,0m1.546s
28,100%,lzma,-3,1,515524,0m0.470s
29,50%,lzma,-6,1,453144,0m1.553s
3,100%,xz,-6,32,453260,0m1.494s
4,50%,lzma,-3,1,515524,0m0.447s
5,75%,xz,-3,1,515648,0m0.451s
6,100%,lzma,-6,16,453144,0m1.514s
7,75%,xz,-6,32,453260,0m1.496s
8,50%,xz,-3,32,515648,0m0.446s
9,75%,xz,-9,32,453260,0m1.541s
