configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,14777004,0m9.911s
1,50%,xz,-3,1,14777004,0m9.903s
10,100%,xz,-9,1,13374160,0m28.722s
11,50%,lzma,-6,16,13497551,0m25.673s
12,75%,xz,-3,32,14777004,0m10.012s
13,50%,lzma,-3,16,14775082,0m9.875s
14,50%,lzma,-6,32,13497551,0m25.699s
15,50%,xz,-6,32,13503600,0m25.600s
16,75%,lzma,-3,16,14775082,0m9.954s
17,75%,lzma,-6,32,13497551,0m25.712s
18,100%,lzma,-6,1,13497551,0m25.723s
19,75%,lzma,-3,1,14775082,0m9.905s
2,75%,xz,-9,16,13374160,0m28.539s
20,75%,lzma,-6,1,13497551,0m25.535s
21,75%,lzma,-6,16,13497551,0m25.600s
22,100%,xz,-9,32,13374160,0m28.539s
23,100%,xz,-9,16,13374160,0m28.577s
24,50%,lzma,-9,32,13365111,0m28.628s
25,50%,lzma,-3,32,14775082,0m9.883s
26,100%,xz,-3,1,14777004,0m9.912s
27,100%,lzma,-9,16,13365111,0m28.614s
28,100%,lzma,-3,1,14775082,0m9.948s
29,50%,lzma,-6,1,13497551,0m25.732s
3,100%,xz,-6,32,13503600,0m25.613s
4,50%,lzma,-3,1,14775082,0m9.876s
5,75%,xz,-3,1,14777004,0m9.903s
6,100%,lzma,-6,16,13497551,0m25.692s
7,75%,xz,-6,32,13503600,0m25.695s
8,50%,xz,-3,32,14777004,0m9.961s
9,75%,xz,-9,32,13374160,0m28.575s
