configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10362252,0m12.755s
1,50%,xz,-3,1,10362252,0m12.689s
10,100%,xz,-9,1,8385868,0m36.433s
11,50%,lzma,-6,16,8627467,0m31.689s
12,75%,xz,-3,32,10362252,0m12.595s
13,50%,lzma,-3,16,10360607,0m12.650s
14,50%,lzma,-6,32,8627467,0m31.860s
15,50%,xz,-6,32,8628848,0m31.830s
16,75%,lzma,-3,16,10360607,0m12.731s
17,75%,lzma,-6,32,8627467,0m31.872s
18,100%,lzma,-6,1,8627467,0m31.961s
19,75%,lzma,-3,1,10360607,0m12.637s
2,75%,xz,-9,16,8385868,0m36.558s
20,75%,lzma,-6,1,8627467,0m31.849s
21,75%,lzma,-6,16,8627467,0m31.875s
22,100%,xz,-9,32,8385868,0m36.571s
23,100%,xz,-9,16,8385868,0m36.464s
24,50%,lzma,-9,32,8384529,0m36.407s
25,50%,lzma,-3,32,10360607,0m12.709s
26,100%,xz,-3,1,10362252,0m12.732s
27,100%,lzma,-9,16,8384529,0m36.401s
28,100%,lzma,-3,1,10360607,0m12.712s
29,50%,lzma,-6,1,8627467,0m31.754s
3,100%,xz,-6,32,8628848,0m31.869s
4,50%,lzma,-3,1,10360607,0m12.735s
5,75%,xz,-3,1,10362252,0m12.745s
6,100%,lzma,-6,16,8627467,0m31.720s
7,75%,xz,-6,32,8628848,0m31.655s
8,50%,xz,-3,32,10362252,0m12.582s
9,75%,xz,-9,32,8385868,0m36.665s
