configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914796,0m3.533s
1,50%,xz,-3,1,4914796,0m3.519s
10,100%,xz,-9,1,4489868,0m4.439s
11,50%,lzma,-6,16,4489170,0m4.428s
12,75%,xz,-3,32,4914796,0m3.544s
13,50%,lzma,-3,16,4913990,0m3.516s
14,50%,lzma,-6,32,4489170,0m4.507s
15,50%,xz,-6,32,4489912,0m4.501s
16,75%,lzma,-3,16,4913990,0m3.545s
17,75%,lzma,-6,32,4489170,0m4.488s
18,100%,lzma,-6,1,4489170,0m4.463s
19,75%,lzma,-3,1,4913990,0m3.516s
2,75%,xz,-9,16,4489868,0m4.434s
20,75%,lzma,-6,1,4489170,0m4.512s
21,75%,lzma,-6,16,4489170,0m4.456s
22,100%,xz,-9,32,4489868,0m4.462s
23,100%,xz,-9,16,4489868,0m4.460s
24,50%,lzma,-9,32,4489124,0m4.480s
25,50%,lzma,-3,32,4913990,0m3.544s
26,100%,xz,-3,1,4914796,0m3.521s
27,100%,lzma,-9,16,4489124,0m4.506s
28,100%,lzma,-3,1,4913990,0m3.557s
29,50%,lzma,-6,1,4489170,0m4.475s
3,100%,xz,-6,32,4489912,0m4.474s
4,50%,lzma,-3,1,4913990,0m3.533s
5,75%,xz,-3,1,4914796,0m3.500s
6,100%,lzma,-6,16,4489170,0m4.490s
7,75%,xz,-6,32,4489912,0m4.472s
8,50%,xz,-3,32,4914796,0m3.529s
9,75%,xz,-9,32,4489868,0m4.487s
