configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382412,0m4.077s
1,50%,xz,-3,1,3382412,0m4.035s
10,100%,xz,-9,1,2830604,0m8.573s
11,50%,lzma,-6,16,2831189,0m8.513s
12,75%,xz,-3,32,3382412,0m4.041s
13,50%,lzma,-3,16,3381840,0m4.074s
14,50%,lzma,-6,32,2831189,0m8.421s
15,50%,xz,-6,32,2831676,0m8.388s
16,75%,lzma,-3,16,3381840,0m4.100s
17,75%,lzma,-6,32,2831189,0m8.397s
18,100%,lzma,-6,1,2831189,0m8.399s
19,75%,lzma,-3,1,3381840,0m4.087s
2,75%,xz,-9,16,2830604,0m8.525s
20,75%,lzma,-6,1,2831189,0m8.415s
21,75%,lzma,-6,16,2831189,0m8.444s
22,100%,xz,-9,32,2830604,0m8.590s
23,100%,xz,-9,16,2830604,0m8.530s
24,50%,lzma,-9,32,2830116,0m8.564s
25,50%,lzma,-3,32,3381840,0m4.067s
26,100%,xz,-3,1,3382412,0m4.070s
27,100%,lzma,-9,16,2830116,0m8.544s
28,100%,lzma,-3,1,3381840,0m4.035s
29,50%,lzma,-6,1,2831189,0m8.363s
3,100%,xz,-6,32,2831676,0m8.433s
4,50%,lzma,-3,1,3381840,0m4.073s
5,75%,xz,-3,1,3382412,0m4.054s
6,100%,lzma,-6,16,2831189,0m8.435s
7,75%,xz,-6,32,2831676,0m8.383s
8,50%,xz,-3,32,3382412,0m4.054s
9,75%,xz,-9,32,2830604,0m8.524s
